NUMBER,WHO_ID,DATASET,PROP_ID,WHO_REGION,COUNTRY_TERRITORY_AREA,COUNTRY_CODE,ISO_3166_1_NUMERIC,ADMIN_LEVEL,AREA_COVERED,PROV_CATEGORY,PROV_SUBCATEGORY,PROV_MEASURE,WHO_CODE,WHO_CATEGORY,WHO_SUBCATEGORY,WHO_MEASURE,TARGETED,VALUE_USD,PERCENT_INTEREST,COMMENTS,NON_COMPLIANCE,RESPONSE_TYPE,SOURCE,SOURCE_TYPE,LINK,SOURCE_ALT,DATE_START,DATE_END,DATE_ENTRY,Sys_BatchID
6035,ACAPS_6035,ACAPS,3116,AFRO,Nigeria,NGA,566,other,Lagos,Lockdown,,Partial lockdown,4.5.1,Social and physical distancing measures,Domestic travel,Suspending or restricting movement,No,,,All people are told to remain at home and all but essential businessed are closed for a period of 14 days.,,Introduction / extension of measures,Al Jazeera,Media,https://www.aljazeera.com/news/2020/03/nigeria-announces-lockdown-major-cities-curb-coronavirus-200330095100706.html,,2020-03-30,,2020-03-31,9261
17755,GPHIN05023,GPHIN,5023,AFRO,Nigeria,NGA,566,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"Nigerian authorities announced a lockdown on Bauchi state to prevent further spread of coronavirus disease (COVID-19). All movement in the state will be restricted for 14 days from 2 April. Additionally, the state's land borders will be closed during the lockdown period.",,,,Media,https://www.garda.com/crisis24/news-alerts/328246/nigeria-government-to-lock-down-bauchi-state-from-april-2-due-to-covid-19-update-5,,2020-04-02,,2020-04-02,9261
6039,ACAPS_6039,ACAPS,4305,AFRO,Nigeria,NGA,566,national,,Governance and socio-economic measures,,Emergency administrative structures activated or established,8.3,Other measures,,Financial packages,No,,,"2 new labs have been activated for testing; Defence Reference lab in Abuja & Biosafety lab in Lagos, in an effort to scale up treatment and testing capacity for COVID19.",Not applicable,Introduction / extension of measures,Federal Minisry of Health,Social media,https://twitter.com/Fmohnigeria/status/1247222314044964865,,2020-04-04,,2020-04-07,9261
10335,CDC_ITF_1250,CDC_ITF,CDC-ITF-NG-00008,AFRO,Nigeria,NGA,566,other,Subnational/regional only,,Office/business closures,Mandatory business closures/telework,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,,,,Varies by state. NA,,Impose,,,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,,,,2020-03-31,9261
6030,ACAPS_6030,ACAPS,2102,AFRO,Nigeria,NGA,566,national,,Movement restrictions,,Visa restrictions,5.2,International travel measures,,Restricting visas,Yes,,,Nigeria has banned entry for travellers from 13 known high-risk countries for the next 4 weeks.,Not applicable,Introduction / extension of measures,AA,Media,https://www.aa.com.tr/en/africa/covid-19-nigeria-bans-travelers-from-13-countries/1771019,,2020-03-18,,2020-03-24,9261
11716,GPHIN00536,GPHIN,536,AFRO,Nigeria,NGA,566,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"The Nigerian CDC on 2 February issued travel advice to travellers returning to Nigeria, asking Nigerians returning from travel to Nigeria from China in the last 14 days to stay indoors and avoid contact with other people. NCDC also urges those who experience symptoms to  call the Nigeria Centre for Disease Control immediately on 0800-970000-10 (Toll free call centre).
NCDC also strongly advices that all non-essential travel to China should be delayed, until the outbreak is contained. Travellers from Nigeria to China, are advised to avoid contact with sick people, animals (alive or dead) and animal markets.
The NCDC National Reference Laboratory has the capacity to diagnose the 2019-nCoV. Health officials are advised to call 07032864444 for sample transportation and related advice if they have a case that fits the case-definition.",,,,Official,https://ncdc.gov.ng/news/222/3rd-february-2020%7C-public-health-advisory-to-nigerians-on-novel-coronavirus-%28%233%29,,2020-02-06,,2020-02-06,9261
6054,ACAPS_6054,ACAPS,7285,AFRO,Nigeria,NGA,566,other,Bauchi,Lockdown,,Partial lockdown,4.5.1,Social and physical distancing measures,Domestic travel,Suspending or restricting movement,No,,,Partial lockdown instated in Bauchi state.,Not available,Introduction / extension of measures,Garda,Media,https://www.garda.com/crisis24/news-alerts/330386/nigeria-authorities-extend-lockdown-measures-in-two-states-april-7-update-6,,2020-03-29,,2020-04-24,9261
10332,CDC_ITF_1247,CDC_ITF,CDC-ITF-NG-00005,AFRO,Nigeria,NGA,566,national,,,Travel restrictions,Flight suspensions,5.7,International travel measures,,Suspending or restricting international flights,,,,All incoming international flights suspended. NA,,Impose,,,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,,2020-03-23,,2020-03-31,9261
25723,OxCGRT3685,OxCGRT,OXCGRT012651,AFRO,Nigeria,NGA,566,national,,,,C1 - school closing - 2,4.1.2,Social and physical distancing measures,School measures,Closing,Targeted,,,"Anambra State government has directed all tertiary institutions operating in the state to proceed on vacation from Friday, March 20, 2020, till further notice.  https://web.archive.org/web/20200412221834/https://guardian.ng/news/enugu-anambra-direct-closure-of-schools/",Required,,,,,,2020-03-20,,,9261
19762,GPHIN06007,GPHIN,6007,AFRO,Nigeria,NGA,566,national,,,,MASS GATHERING CANCELLATION,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,,,"Local authorities announced the implementation of a week-long lockdown in Kano state starting from 16 April. Ssocial, and religious activities will be banned for the duration of the lockdown.",,,,Media,https://www.garda.com/crisis24/news-alerts/332546/nigeria-authorities-implement-week-long-lockdown-in-kano-state-as-of-april-16-update-10,,2020-04-15,,2020-04-15,9261
25736,OxCGRT3698,OxCGRT,OXCGRT012660,AFRO,Nigeria,NGA,566,national,,,,C4 - restrictions on gathering size - 4,4.3.3,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, closing, restricting or adapting public gatherings outside the home",<10,,,"On March 29, Nigerian President Muhammadu Buhari announced a lockdown on Abuja, Lagos, Ogun State and the Federal Capital Territory (FCT).    Many other states like Plateau,  Yobe, Jigawa and Bauchi imposed lockdowns subsequently.   On April 13, the President extended ongoing lockdowns in the first set of states till 27 April. All public events and social gathering have been banned during the lockdown although essential food markets were running.   Source:  https://web.archive.org/web/20200426160536/https://www.garda.com/crisis24/news-alerts/327406/nigeria-government-locks-down-major-cities-due-to-covid-19-from-march-30-update-4  Source: https://web.archive.org/web/20200426160637/https://www.garda.com/crisis24/news-alerts/332016/nigeria-lagos-abuja-and-ogun-state-lockdowns-extended-for-14-days-april-13-update-8  On 13 April, Kano state banned all markets all public gatherings.  https://www.reuters.com/article/us-health-coronavirus-nigeria-kano/nigerias-northern-economic-hub-kano-imposes-week-long-lockdown-over-coronavirus-idUSKCN21W34R",,,,,,,2020-03-29,,,9261
19878,GPHIN06064,GPHIN,6064,AFRO,Nigeria,NGA,566,national,,,,EASIND RESTRICTIONS,9,Coding required,Coding required,Coding required,,,,"On 14 April, the governor of Delta state announced a 14-day extension of the current lockdown.
Meanwhile, the states of Ebonyi and Kogi have relaxed restrictions to allow for religious gatherings to take place. Both states will now permit people to attend their regular worship and services, but urged religious leaders to take precautions in religious spaces, especially with the use of hand sanitizers. In Ebonyi state, worshippers must attend religious gatherings wearing face masks or another type of face covering and maintain social distancing.
As of 16 April, a week-long lockdown is in effect across Kano state. All commercial, social, and religious activities are banned for the duration of the lockdown.",,,,Media,https://www.garda.com/crisis24/news-alerts/332756/nigeria-lockdown-extended-in-delta-state-as-of-april-14-update-11,,2020-04-15,,2020-04-15,9261
6044,ACAPS_6044,ACAPS,5342,AFRO,Nigeria,NGA,566,other,Lagos,Public health measures,,Strengthening the public health system,8.2,Other measures,,Scaling up,No,,,Lagos starts house-to-house coronavirus survey in a bid to intensify our search for possible cases of Covid-19.,Not applicable,Introduction / extension of measures,BBC,Media,https://www.bbc.com/news/topics/c50znx8v132t/nigeria,,2020-04-10,,2020-04-14,9261
21724,IHR_549,IHR,344,AFRO,Nigeria,NGA,566,national,,International Travel,,visa_restriction,5.2,International travel measures,,Restricting visas,,,,,,,,,,,2020-03-18,,,9261
15298,GPHIN03223,GPHIN,3223,AFRO,Nigeria,NGA,566,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"On 9 March, the Nigerian president announced a coronavirus task force with the aim of helping control the outbreak. It is led by the Secretary-General of the federation, the head of the National Disease Control Commission and a WHO rep are among other members.",,,,Media,https://www.africanews.com/2020/03/10/coronavirus-south-africa-confirms-first-case/,,2020-03-10,,2020-03-10,9261
6027,ACAPS_6027,ACAPS,662,AFRO,Nigeria,NGA,566,national,,Public health measures,,Isolation and quarantine policies,3.1.3,Surveillance and response measures,Detecting and isolating cases,Isolation,Yes,,,For people who are suspected to have contracted the virus,Not applicable,Introduction / extension of measures,Ministry of Foreign Affairs Italy,Government,http://www.viaggiaresicuri.it/country/NGA,,2020-03-13,,2020-03-16,9261
25740,OxCGRT3702,OxCGRT,OXCGRT012662,AFRO,Nigeria,NGA,566,national,,,,H3 - contact tracing - 2,3.2.1,Surveillance and response measures,Tracing and quarantining contacts,Contact tracing,Traditional,,,The Nigeria Centre for Disease Control (NCDC) is also working closely with the state governments of all affected states to carry out contact tracing.; https://web.archive.org/web/20200408102043/https://covid19.ncdc.gov.ng/advisory.php,,,,,,,2020-03-31,,,9261
19877,GPHIN06064,GPHIN,6064,AFRO,Nigeria,NGA,566,national,,,,LOCKDOWN OR CURFEW,4.5.2,Social and physical distancing measures,Domestic travel,Stay-at-home order,,,,"On 14 April, the governor of Delta state announced a 14-day extension of the current lockdown.
Meanwhile, the states of Ebonyi and Kogi have relaxed restrictions to allow for religious gatherings to take place. Both states will now permit people to attend their regular worship and services, but urged religious leaders to take precautions in religious spaces, especially with the use of hand sanitizers. In Ebonyi state, worshippers must attend religious gatherings wearing face masks or another type of face covering and maintain social distancing.
As of 16 April, a week-long lockdown is in effect across Kano state. All commercial, social, and religious activities are banned for the duration of the lockdown.",,,,Media,https://www.garda.com/crisis24/news-alerts/332756/nigeria-lockdown-extended-in-delta-state-as-of-april-14-update-11,,2020-04-15,,2020-04-15,9261
17748,GPHIN05022,GPHIN,5022,AFRO,Nigeria,NGA,566,national,,,,LAND SCREENING,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"On 29 March, the Nigerian President announced a lockdown on Abuja, Lagos, Ogun State and the Federal Capital Territory (FCT) to prevent further spread of the coronavirus (COVID-19). All movement in the aforementioned areas will be prohibited for 14 days from 30 March. 
All international passenger flights into Lagos' Murtala Muhammed International Airport (LOS) and Abuja's Nnamdi Azikiwe International Airport (ABV) have been suspended since 23 March and will remain until 23 April. Exceptions will be made for emergency and essential flights. Authorities had previously halted international flights into Enugu, Kano, and Port Harcourt.
All seaports in Lagos will remain operational, and vehicles transporting essential cargo throughout the country will be screened thoroughly by the Ports Health Authority.",,,,Media,https://www.garda.com/crisis24/news-alerts/327406/nigeria-government-locks-down-major-cities-due-to-covid-19-from-march-30-update-4,,2020-04-02,,2020-04-02,9261
25704,OxCGRT3666,OxCGRT,OXCGRT012593,AFRO,Nigeria,NGA,566,national,,,,H1 - public information campaign -1,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,1,,,"On 22 Jan, Nigerian Center for Disease Control issues extensive Public Health Advisory on Sars-CoV2, urging caution over covid-19 and providing basic information of the disease, its symptoms and prevention measures.   https://web.archive.org/web/20200412202630/https://ncdc.gov.ng/news/213/public-health-advisory-to-nigerians-on-novel-coronavirus    Subsequently, the Nigerian CDC issues FAQ on Coronavirus, on 30 Jan. https://web.archive.org/web/20200412202824/https://ncdc.gov.ng/news/217/what-you-need-to-know-about-the-novel-coronavirus",,,,,,,2020-01-22,,,9261
6049,ACAPS_6049,ACAPS,7274,AFRO,Nigeria,NGA,566,other,Delta,Movement restrictions,,Curfews,4.5.2,Social and physical distancing measures,Domestic travel,Stay-at-home order,No,,,The Delta government has imposed a dusk to dawn curfew to track those that came in contact with the three confirmed COVID-19 victims in the state.,Not available,Introduction / extension of measures,Guardian Nigeria,Media,https://guardian.ng/news/delta-imposes-curfew-to-track-covid-19-contacts-extends-lockdown/,,2020-04-14,,2020-04-24,9261
19828,GPHIN06032,GPHIN,6032,AFRO,Nigeria,NGA,566,national,,,,BORDER CLOSING,5.9,International travel measures,,Closing international land borders,,,,"Nigeria has announced a two-week extension of containment measures aimed at curbing the spread of COVID-19 in Lagos, Abuja and Ogun states.  Since 31 March, the capital Abuja, Lagos and Ogun states have had to adopt strict restriction measures and have closed their borders, disrupting food distribution chains. According to the government, aid has been unable to calm the hunger and anger of the population as riots, burglaries and criminal acts have increased sharply in the last 24 hours of 14 April.",,,,Media,https://www.africanews.com/2020/04/15/buhari-extends-lockdown-nigeria-faults-guangdong-govt-over-racism-row/,,2020-04-15,,2020-04-15,9261
13941,GPHIN02117,GPHIN,2117,AFRO,Nigeria,NGA,566,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"Nigeria's first confirmed coronovirus case was not detected at airport, and traveled through Lagos before he took ill and went to a hospital, the country's health minister said on 28 February.  Authorities are now working to meet and observe all those who were on the flight with him, and are also identifying all the people he met and places he visited in Lagos, a city of some 20 million people, before reporting to the hospital.",,,,Media,https://gphin.canada.ca/cepr/showarticle.jsp?docId=1006405798,,2020-02-28,,2020-02-28,9261
21725,IHR_550,IHR,344,AFRO,Nigeria,NGA,566,national,,International Travel,,self_isolation,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,,,,,,,,2020-03-18,,,9261
6052,ACAPS_6052,ACAPS,7283,AFRO,Nigeria,NGA,566,other,Yobe,Lockdown,,Partial lockdown,4.5.1,Social and physical distancing measures,Domestic travel,Suspending or restricting movement,No,,,"Partial lockdown instated in Yobe state for 21 days. Movement in and out the states will remain restricted for the duration of the lockdown while all non-essential businesses and offices will be closed. Lockdown will not apply to hospitals and other medical institutions. Commercial establishments including food, petroleum, electricity, and private security companies will also be exempted.",Not available,Introduction / extension of measures,Garda,Media,https://www.garda.com/crisis24/news-alerts/330386/nigeria-authorities-extend-lockdown-measures-in-two-states-april-7-update-6,,2020-04-07,,2020-04-24,9261
14190,GPHIN02312,GPHIN,2312,AFRO,Nigeria,NGA,566,national,,,,LAND SCREENING,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"The Government of Nigeria has partnered with different stakeholders in the airport industry to extend the preventive measures against the coronavirus (Covid-19) outbreak at the country’s airports. According to the head of Nigerian Civil Aviation Authority (NCAA), the new measures will ensure that incoming travellers are screened properly while ensuring ‘minimal disruption’. He also asked airlines, airport operators, security agencies and other stakeholders to initiate necessary precautionary measures to safeguard their staff. Passengers are advised to remain alert and calm during travel and to adopt necessary precautions to protect themselves.
In addition, the Nigeria Centre for Disease Control (NCDC) has announced the fourth public health advisory to avoid the spread of the coronavirus. The advisory stated that the Port Health Services of the Federal Ministry of Health increased screening measures at all points of entry. Along with the automated temperature screening, travellers who are entering the country will also have to fill out a contact form and will be asked questions regarding any symptoms and travel history.",,,,Media,https://www.airport-technology.com/news/coronavirus-nigeria-preventive-measures/,,2020-03-02,,2020-03-02,9261
10337,CDC_ITF_1252,CDC_ITF,CDC-ITF-NG-00010,AFRO,Nigeria,NGA,566,national,,,Movement restrictions,Transportation restrictions/closures,4.5.1,Social and physical distancing measures,Domestic travel,Suspending or restricting movement,,,,Airlines have suspended domestic operations. NA,,Impose,,,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,,2020-03-27,,2020-03-31,9261
6050,ACAPS_6050,ACAPS,7275,AFRO,Nigeria,NGA,566,other,Delta,Lockdown,,Partial lockdown,4.5.1,Social and physical distancing measures,Domestic travel,Suspending or restricting movement,No,,,partial lockdown instated in Delta state for 14 days,Not available,Introduction / extension of measures,Guardian Nigeria,Media,https://guardian.ng/news/delta-imposes-curfew-to-track-covid-19-contacts-extends-lockdown/,,2020-04-01,,2020-04-24,9261
19107,GPHIN05673,GPHIN,5673,AFRO,Nigeria,NGA,566,national,,,,LOCKDOWN OR CURFEW,4.5.2,Social and physical distancing measures,Domestic travel,Stay-at-home order,,,,"Restrictive measures remain in place in Kaduna state, including social distancing orders and a 24-hour curfew, and were initially imposed on March 28. Local media sources on Wednesday, April 8, multiple individuals found to be violating the coronavirus (COVID-19) lockdown measures in place statewide have been arrested in Kaduna state in the last week.  A heightened security presence is to be expected in Kaduna state amid the lockdown restrictions. Further clashes between protesters and security forces are possible.",,,,Media,https://www.garda.com/crisis24/news-alerts/330956/nigeria-multiple-arrests-in-kaduna-state-amid-covid-19-lockdown-measures-april-8,,2020-04-09,,2020-04-09,9261
19484,GPHIN05851,GPHIN,5851,AFRO,Nigeria,NGA,566,national,,,,LOCKDOWN OR CURFEW,4.5.2,Social and physical distancing measures,Domestic travel,Stay-at-home order,,,,"The Nigerian's President on 13 April announced a 14-day extension to ongoing lockdowns in Lagos, Abuja, and Ogun state. The President on 12 April said in a statement that the lockdown in some states, including main cities, could last indefinitely.",,,,Media,https://www.garda.com/crisis24/news-alerts/332016/nigeria-lagos-abuja-and-ogun-state-lockdowns-extended-for-14-days-april-13-update-8,,2020-04-14,,2020-04-14,9261
10968,GPHIN00019,GPHIN,19,AFRO,Nigeria,NGA,566,national,,,,TRADE BANS,8.4,Other measures,Communications and engagement,,,,,The Federal Competition and Consumer Protection Commission (FCCPC) has closed Panda supermarket in the federal capital territory (FCT) as a precautionary measure to the outbreak of coronavirus.  The commission said the supermarket imported seafood and other animals from China illegally.  the commission said it also discovered that the store had expired products on its shelves. Regulatory activities to remove all offensive products from the Supermarket continues.,,,,Media,https://news2.onlinenigeria.com/news/general/812425-coronavirus-fg-shuts-down-abuja-supermarket-selling-%E2%80%98illegally-imported-seafood%E2%80%99-from-china.html,,2020-01-29,,2020-01-29,9261
20651,GPHIN06550,GPHIN,6550,AFRO,Nigeria,NGA,566,national,,,,MASS GATHERING CANCELLATION,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,,,"On 20 April, the Nigerian authorities announced that the closure of the country's airports to commercial flights, originally planned to end on 23 April, will be extended for another two weeks.  Emergency and essential flights, such as cargo transportation, will continue to operate for the duration of the ban.
On the same day, local authorities announced the implementation of a two-week lockdown in Borno State following the state's first COVID-19 related fatality, effective 22 April.  As such, all but essential movement, as well as commercial, social, and religious activities are prohibited under the measure.",,,,Media,https://www.garda.com/crisis24/news-alerts/334576/nigeria-authorities-announce-airport-closure-extension-april-20-update-13,,2020-04-21,,2020-04-21,9261
25721,OxCGRT3683,OxCGRT,OXCGRT012649,AFRO,Nigeria,NGA,566,national,,,,H3 - contact tracing - 2,3.2.1,Surveillance and response measures,Tracing and quarantining contacts,Contact tracing,Traditional,,,"A detailed travel history of each person is being compiled and contacts currently being traced, to identify persons who have recently been in contact with anyone. https://web.archive.org/web/20200412214302/https://ncdc.gov.ng/news/243/five-new-cases-of-coronavirus-disease-%2528covid-19%2529-confirmed-in-nigeria",,,,,,,2020-03-18,,,9261
11717,GPHIN00536,GPHIN,536,AFRO,Nigeria,NGA,566,national,,,,TRAVEL ADVISORY,5.1,International travel measures,,Providing travel advice or warning,,,,"The Nigerian CDC on 2 February issued travel advice to travellers returning to Nigeria, asking Nigerians returning from travel to Nigeria from China in the last 14 days to stay indoors and avoid contact with other people. NCDC also urges those who experience symptoms to  call the Nigeria Centre for Disease Control immediately on 0800-970000-10 (Toll free call centre).
NCDC also strongly advices that all non-essential travel to China should be delayed, until the outbreak is contained. Travellers from Nigeria to China, are advised to avoid contact with sick people, animals (alive or dead) and animal markets.
The NCDC National Reference Laboratory has the capacity to diagnose the 2019-nCoV. Health officials are advised to call 07032864444 for sample transportation and related advice if they have a case that fits the case-definition.",,,,Official,https://ncdc.gov.ng/news/222/3rd-february-2020%7C-public-health-advisory-to-nigerians-on-novel-coronavirus-%28%233%29,,2020-02-06,,2020-02-06,9261
6038,ACAPS_6038,ACAPS,3119,AFRO,Nigeria,NGA,566,national,,Movement restrictions,,Domestic travel restrictions,4.5.1,Social and physical distancing measures,Domestic travel,Suspending or restricting movement,No,,,Travel to and from states is banned.,,Introduction / extension of measures,RFI,Media,http://www.rfi.fr/en/international/20200330-nigeria-orders-abuja-lagos-into-coronavirus-lockdown-sokoto-borders-closed-buhari-covid-19,,2020-03-30,,2020-03-31,9261
18751,GPHIN05497,GPHIN,5497,AFRO,Nigeria,NGA,566,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"On 7 April, the state authorities of Yobe and Jigawa announced a lockdown extension of 21 and 14 days, respectively, in order to contain the spread of the coronavirus (COVID-19) outbreak in the country. As such, movement in and out the states will remain restricted for the duration of the lockdown while all non-essential businesses and offices will be closed.",,,,Media,https://www.garda.com/crisis24/news-alerts/330386/nigeria-authorities-extend-lockdown-measures-in-two-states-april-7-update-6,,2020-04-08,,2020-04-08,9261
25727,OxCGRT3689,OxCGRT,OXCGRT012654,AFRO,Nigeria,NGA,566,national,,,,C6 - shelter-in-place and home confinement orders - 1,4.5.2,Social and physical distancing measures,Domestic travel,Stay-at-home order,0,,,"Ekiti State Governor asked that  all non-essential workers in private and public sectors are encouraged to stay home from Monday, March 23. https://web.archive.org/web/20200412233657/https://punchng.com/breaking-coronavirus-work-from-home-fayemi-tells-ekiti-civil-servants/",Recommended,,,,,,2020-03-23,,,9261
15243,GPHIN03178,GPHIN,3178,AFRO,Nigeria,NGA,566,national,,,,LAND SCREENING,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"Health workers in Nigeria have been deployed at Lagos airport to screen all arriving passengers, while some stores and banks are checking customers' temperatures for fever and handing out sanitizers before they enter. 
In some places, hand sanitizers are being sold for more than 10 times the normal price. The Consumer Protection Commission announced its intent to prosecute those who are price gouging in the midst of public apprehension over the virus. 
The Nigerian President has appealed for calm and said Nigeria's experience with Ebola has prepared the country for outbreaks like coronavirus. 
Figures from WHO shows that only 42 percent of Nigerians have access to water, soap and washing facilities on their premises, while 25 percent have no access to water at all. Nigeria has around 200 million citizens, so there are significant concerns about the impact of coronavirus spreading widely.",,,,Media,https://www.cnn.com/2020/03/09/africa/nigeria-coronavirus-cases-intl/index.html,,2020-03-10,,2020-03-10,9261
25708,OxCGRT3670,OxCGRT,OXCGRT012630,AFRO,Nigeria,NGA,566,national,,,,H3 - contact tracing - 2,3.2.1,Surveillance and response measures,Tracing and quarantining contacts,Contact tracing,Traditional,,,"Nigeria records first case of COVID 19: NCDC digital tool for surveillance, SORMAS, is being used to manage contact tracing and related activities to quickly control the spread of the disease. Contact tracing is ongoing to identify everyone who has come in contact with the confirmed case. https://web.archive.org/web/20200412212133/https://ncdc.gov.ng/news/item/232/?t=frequently-asked-questions-on-coronavirus---29%252F02%252F20 https://web.archive.org/web/20200412213346/https://ncdc.gov.ng/reports/246/2020-february-week-7",,,,,,,2020-02-28,,,9261
19103,GPHIN05673,GPHIN,5673,AFRO,Nigeria,NGA,566,national,,,,TRAVEL BAN,5.7,International travel measures,,Suspending or restricting international flights,,,,"Restrictive measures remain in place in Kaduna state, including social distancing orders and a 24-hour curfew, and were initially imposed on March 28. Local media sources on Wednesday, April 8, multiple individuals found to be violating the coronavirus (COVID-19) lockdown measures in place statewide have been arrested in Kaduna state in the last week.  A heightened security presence is to be expected in Kaduna state amid the lockdown restrictions. Further clashes between protesters and security forces are possible.",,,,Media,https://www.garda.com/crisis24/news-alerts/330956/nigeria-multiple-arrests-in-kaduna-state-amid-covid-19-lockdown-measures-april-8,,2020-04-09,,2020-04-09,9261
16759,GPHIN04346,GPHIN,4346,AFRO,Nigeria,NGA,566,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,The Nigeria Centre for Disease Control (NCDC) has warned Nigerians that chloroquine has not been approved for the treatment of the Coronavirus.,,,,Media,,,2020-03-26,,2020-03-26,9261
11711,GPHIN00534,GPHIN,534,AFRO,Nigeria,NGA,566,national,,,,LAND SCREENING,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"The Nigeria Centre for Disease Control has put in place quick and diverse strategies to prevent importation of cases into country. A multi sectoral Coronavirus Preparedness Group has been constituted to carry out regular epidemic intelligence gathering, enhanced surveillance at the points of entry, intensive risk communications, strengthen laboratory capacity for testing, placing National First Rapid Response Team to highly pathogenic infections on alert, scaling up of Public Health Emergency Operation Centres (PHEOC) in 22 states etc.
The Port Health Services unit of the Federal Ministry of Health has heightened screening measures at points of entry. In addition to automated thermal screening at points of entry, travellers from China to Nigeria, are asked questions upon arrival by the Port Health Services unit about symptoms of illness and travel history and are advised to contact NCDC if they feel unwell after a trip to Wuhan.",,,,Official,https://ncdc.gov.ng/news/219/31st-january-2020%7C-public-health-advisory-to-nigerians-on-novel-coronavirus-%28%232%29,,2020-02-06,,2020-02-06,9261
25706,OxCGRT3668,OxCGRT,OXCGRT012604,AFRO,Nigeria,NGA,566,national,,,,H2 - testing policy -1,3.1.1,Surveillance and response measures,Detecting and isolating cases,Passive case detection,Specific symptoms,,,"Nigerian CDC defines cases for surveillance and testing: Any person with acute respiratory illness, (including severely ill patients who have been hospitalised) presenting with fever, cough, difficulty breathing AND who within 14 days before onset of illness has any one of the following exposures  1. History of travel to China 14 days prior to symptoms onset OR  2. Close contact with a confirmed case of nCoV infection OR  3. Exposure to healthcare facility in a country where hospital associated nCoV infections have been reported  https://web.archive.org/web/20200412204412/https://ncdc.gov.ng/news/220/surveillance-case-definitions-for-new-coronavirus-disease--%2528version-1%2529",,,,,,,2020-02-02,,,9261
25712,OxCGRT3674,OxCGRT,OXCGRT012645,AFRO,Nigeria,NGA,566,national,,,,H3 - contact tracing - 2,3.2.1,Surveillance and response measures,Tracing and quarantining contacts,Contact tracing,Traditional,,,"Case Management Guide includes ""Prepare relevant transfer documents e.g. referral notes, contact tracing forms etc."" in standard operating procedure for suspected cases; http://covid19.ncdc.gov.ng/resource/guideline/National%20COVID19%20Case%20Management%20Guide_NCDC.pdf (not archivable)",,,,,,,2020-03-14,,,9261
25705,OxCGRT3667,OxCGRT,OXCGRT012602,AFRO,Nigeria,NGA,566,national,,,,H1 - public information campaign -2,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,1,,,"From 31 Jan, with the CDC issuing second Public Health Advisory, it started taking shape of a coordinated information campaign. Here, guidelines for healthcare workers were provided and a toll free number was provided along with general awareness info for the public. https://web.archive.org/web/20200412203307/https://ncdc.gov.ng/news/219/31st-january-2020%257C-public-health-advisory-to-nigerians-on-novel-coronavirus-%2528%25232%2529    Subsequently, NCDC also launched a WhatsApp APL, a free to use service to provide a central source of accurate, verified and current information on COVID-19 in Nigeria.; https://statehouse.gov.ng/news/covid-19-what-president-buhari-has-done-and-is-doingby-presidency/ (not archivable)",,,,,,,2020-01-31,,,9261
19105,GPHIN05673,GPHIN,5673,AFRO,Nigeria,NGA,566,national,,,,RESTRICTING OR LIMITING GATHERINGS,4.3.3,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, closing, restricting or adapting public gatherings outside the home",,,,"Restrictive measures remain in place in Kaduna state, including social distancing orders and a 24-hour curfew, and were initially imposed on March 28. Local media sources on Wednesday, April 8, multiple individuals found to be violating the coronavirus (COVID-19) lockdown measures in place statewide have been arrested in Kaduna state in the last week.  A heightened security presence is to be expected in Kaduna state amid the lockdown restrictions. Further clashes between protesters and security forces are possible.",,,,Media,https://www.garda.com/crisis24/news-alerts/330956/nigeria-multiple-arrests-in-kaduna-state-amid-covid-19-lockdown-measures-april-8,,2020-04-09,,2020-04-09,9261
