COUNTRY /ORGANIZATION,DATE ADDED,SOURCE,GPHIN ID,SUMMARY,LAND SCREENING,BORDER CLOSING,AIRPORT SCREENING: ENTRY,AIRPORT SCREENING: EXIT,TESTING & CASE DETECTION  ,QUARANTINE / MONITORING,TRAVEL ADVISORY,TRAVEL BAN / CANCELLATION,TRADE BANS,EDUCATION CAMPAIGN,MASS GATHERING CANCELLATION,RESTRICTING OR LIMITING GATHERINGS,CLOSING PUBLIC PLACES,LOCKDOWN OR CURFEW,EASIND RESTRICTIONS,VACCINE/MCM DEPLOYED,PPE,RESEARCH ADVANCEMENT,COMMENTS,,
Brazil,3/9/2020,Official,1006462108,"The Ministry of Health will expand measures to strengthen hospital care in coping with coronavirus in Brazil. 
1) To strengthen the capacity of family health units (FHU), and the first measure will be in Primary Care; 2) To increase the number of health units that are open until 10 p.m. or on weekends to serve the population; 3) To support care in the Family Health Units (FHU), responsible for routine care of vulnerable  patients with chronic diseases; 4)The measures include the provision of telemedicine in aid for the care of severely ill patients by COVID-19; and the expansion of intensive care unit (ICU) beds; 5) The ministry continues to update criteria for classifying suspected cases. 6) to implement a committee with the participation of the Federal Court of Auditors (TCU) to speed up emergency procurement processes and provide transparency to spending during the public health emergency.",,,,,,x,,,,,,,,,,,,,https://www.saude.gov.br/noticias/agencia-saude/46503-brasil-amplia-medidas-para-assistencia-de-casos-de-covid-19,,
Brazil,3/11/2020,Official,1006481354,"The Ministry of Health will start to test for coronavirus all hospitalized patients with flu-like symptoms but negative test results for influenza viruses, regardless of international travel history. The protocol will cover samples collected in the 114 Sentinel Networks distributed in all regions of the country from 1 March 2020, retroactively. The objective is to identify circulating respiratory viruses, monitor hospitalized cases and deaths to support decisions and new actions of the Ministry of Health and State and Municipal Health Departments.",,,,,,x,,,,,,,,,,,,,https://www.saude.gov.br/noticias/agencia-saude/46519-brasil-amplia-monitoramento-do-coronavirus,,
Brazil,3/11/2020,Official,1006481354,"On 9 March, the Ministry of Health declared that patients hospitalized due to severe respiratory conditions and from cities where confirmed coronavirus cases have been reported, will be investigated and tested for COVID-19. The tests will be carried out both in the public health network and in the private, which should follow the protocol of the Ministry of Health. ",,,,,,x,,,,,,,,,,,,,https://www.saude.gov.br/noticias/agencia-saude/46519-brasil-amplia-monitoramento-do-coronavirus,,
Brazil,3/11/2020,Official,1006481751,"The Ministry of Health reversed the target order of the National Influenza Vaccination Campaign. First, elderly people and health workers, who work at the front line, caring to the population, will be vaccinated. The first phase of the campaign begins on 23 March 2020, throughout Brazil.  The vaccination would help health professionals to rule out influenza in screening and accelerate diagnosis for COVID-19.",,,,,,x,,,,,,,,,,,,,https://www.saude.gov.br/noticias/agencia-saude/46518-idosos-serao-os-primeiros-a-receber-vacina-contra-gripe,,
Brazil,3/11/2020,Official,1006481349,"The Ministry of Health will launch a call for about 5,000 professionals by the More Doctors program to strengthen the capacity of health care during the emergence of coronavirus. The call aims to strengthen care at health centers, avoiding the overcrowding of hospitals and Emergency Care Unit (UPAs) in a scenario of great circulation of coronavirus in the country. The healthcare professionals who join the program will provide general primary care to the population with the Family Health teams. In addition, health clinics will also have extended service hours.",,,,,,x,,,,,,,,,,,,,https://www.saude.gov.br/noticias/agencia-saude/46517-saude-chama-5-mil-medicos-contra-o-coronavirus,,
Brazil,3/12/2020,Official,1006502355,"On 12 March, Brazil confirmed its first local transmission of coronavirus in Rio de Janeiro. The State will move to the level 1 of its Contingency Plan, which provides for 206 beds exclusive available for the treatment of severe cases of infected people in hospitals throughout the regions. The first strategic objective of the contingency plan is to step up security measures to contain human to human transmission, including secondary infections between people close to them and health professionals.",,,,,,x,,,,,,,,,,,,,https://www.saude.rj.gov.br/noticias/2020/03/ses-confirma-caso-de-transmissao-local-de-coronavirus,,
Brazil,3/12/2020,Media,1006504049,"Among the ongoing government actions against coronavirus, The Minister of Health, Luiz Henrique Mandetta, cited the purchase of 20 million surgical masks and 4 million N95 masks, in addition to 17 items of personal protection, totaling R$ 150 million. There was also the hiring of 1,000 ICU beds.",,,,,,x,,,,,,,,,,,,,"
https://www.camara.leg.br/noticias/644961-coronavirus-mandetta-anuncia-contratacao-de-mil-leitos-de-uti/",,
Brazil,3/13/2020,Media,1006506133,"The Ministry of Economy announced on Thursday (12 March) the adoption of measures to minimize the impacts of the pandemic of the new coronavirus to the population. Among the measures announced is the anticipation, for April, of the payment of R $ 23 billion referring to salary to retirees and pensioners of the National Institute of Social Security (INSS). They also announced the suspension, for a period of 120 days, of the realization of proof of life of the beneficiaries of the INSS. The monitoring group also announced that it will propose to the National Council of Social Security the reduction of the ceiling of interest on loans infavor of the beneficiaries of the INSS, as well as the extension of the maximum term of operations.",,,,,,,,,,,,,,,,,,,,,
Brazil,3/13/2020,Media,1006511023,"On 13 March 2020, the Pernambuco Health Department (SES-PE) reports that a Bahamian flag cruise ship docked in Recife Port in the morning of 12 March 2020). The Cruise came from Salvador, with 318 passengers and 291 crew members. During the landing, a 78-year-old patient living in Canada, was sick, with signs of a heart attack, and the Metropolitan Medical Emergency Care Service (Samu) of Recife was activated. Upon arriving at the site, Samu's medical team found that the patient had fever and respiratory symptoms, qualifying as a suspect case of COVID-19. The patient was referred to a private hospital in Recife. Meanwhile, the National Health Surveillance Agency (Anvisa) was activated immediately after the suspected case was reported, indicating that all passengers would remain isolated in their cabins. Anvisa would not allow other passengers to disembark and ordered tourism agencies to help those who had already left the vessel to return. SES-PE has also deployed a health surveillance team to assist in the investigation and actions to be implemented by Anvisa.",,,,,,,,,,,,,,,,,,,,,
Brazil,3/13/2020,Media,1006511545,"There will be 208 new ICU beds and 233 medical clinic beds with intensive care capacity. The Government also ordered the purchase of kits with capacity for up to 20,000 covid-19 tests. There will also be training for the activation of a single care protocol in 100 state hospitals. Governor , Secretary of State for Health and Coronavirus Contingency Center Coordinator  announced on Thursday (12) seven macromeasures for complete and effective coping with the new coronavirus. The plan aims to ensure effective structure and care in public hospitals under state responsibility and increased prevention of the disease.  The first measure provides for the opening of new 441 new state hospital beds for the care of cases of covid-19, in addition to 600 under the responsibility of the City of São Paulo. There will be 208 new ICU beds and 233 medical clinic with intensive care capacity. São Paulo will also ask the Ministry of Health to license 93 ICU beds that are already in operation through full costing only with state and municipal resources.
The Government of São Paulo also determined the purchase of kits with capacity for up to 20,000 tests of covid-19; acquisition of 200 breathing apparatus; and purchase of supplies for health professionals from state hospitals, including: 5 million disposable masks, 15 million gloves, 48,000 liters of gel sanitizers and 1,000 aprons, as well as surgical masks and disposable glasses. Another measure is the elaboration of a special scheme for the management of hospital beds in the public network and, if necessary, in the private network, and may determine the possible suspension of elective (non-urgent) surgeries to prioritize the hospitalization of patients with conditions acute and severe breathing conditions. There will also be training to activate a single care protocol in 100 state hospitals for suspected or confirmed cases of the disease. ",,,,,,,,,,,,,,,,,,,,,
Brazil,3/16/2020,Media,1006529751,"Santa Monica College has now joined the long list of schools shutting down to contain the spread of Covid-19, or Coronavirus. Early this evening, SMC announced that all classes are going to be cancelled starting on Friday. And next Wednesday, classes will switch to online. All extra curriculars, travel, and clubs have also been cancelled. All volunteer activities by students have been curtailed until further notice.
SMC joins USC, UCLA, LMU, Pepperdine, and almost all local private schools in their Covid-19 closure.",,,,,,,,,,,,,,,,,,,,,
Brazil,3/16/2020,Official,1006532566,"The capitals of Rio de Janeiro and São Paulo already record cases of community transmission. With this, the country enters a new phase of the Brazilian strategy, that of creating conditions to reduce the damage that the virus can cause to the population. In a videoconference with professionals from the State Health Departments throughout the country, the Ministry of Health announced, on Friday (13), recommendations to prevent the spread of the disease. The guidelines should be adapted by state and municipal managers, according to the local reality. The Ministry of Health recommends reducing social contact, which will consequently reduce the chances of transmission of the virus. For areas with community/sustained transmission, the reduction of commuting to work is recommended. The Ministry of Health encourages that meetings be held virtually, that non-essential trips (evaluated by the company) be postponed/cancelled and that, when possible, perform home office work. Adopting alternative times to avoid peak periods is also one of the measures recommended by the Ministry of Health to the states.
For educational institutions, it is recommended to plan for anticipating holidays, seeking to reduce losses in the school calendar, including the possibility of using distance learning. Quarantine can be declared when the country reaches 80% of the occupation of ICU beds, available for the care of the disease. The occupation is defined by the local manager. The measures also extend to people to decrease the spread of coronavirus. ",,,,,,,,,,,,,,,,,,,,,
Brazil,3/16/2020,Official,1006532564,"The Ministry of Health has regulated the isolation and quarantine criteria that should be applied by local health authorities to patients with suspected or confirmed coronavirus infection in Brazil. The rules come into force from Thursday (12) with the publication of ordinance in the Official Gazette (DOU).   The quarantine procedure will be determined by formal administrative act established by the health departments of the states, municipalities, the Federal District or minister of state of health, or higher at each level of management and published in daily and widely disseminated by the media. The quarantine measure will be adopted for up to 40 days, and may extend for as long as necessary.",,,,,,x,,,,,,,,,,,,,,,
Brazil,3/19/2020,Official,1006557797,"The training of the 27 Central Public Health Laboratories (LACENs) was carried out by the institutes linked to the Ministry of Health to decentralize the diagnosis of coronavirus
The Central Public Health Laboratories (LACEN) of the 26 states and the Federal District are able, from Wednesday (18), to perform tests for coronavirus as part of health effort to cope with the disease. The Ministry of Health complies with the work plan to increase the capillarity of diagnoses beyond the reference laboratories, which are Fiocruz, in Rio de Janeiro, the Adolfo Lutz Institute (IAL), in São Paulo, and the Evandro Chagas Institute (IEC), in Pará. The tests are produced on a priority basis by the Bio-Manguinhos Institute of the Oswaldo Cruz Foundation (Fiocruz), with weekly production and the distribution takes place in the same proportion, that is, they are also sent to the states weekly. The current production is 3,500 to 4,000 tests every three days and follows good production practices for diagnostic inputs. Production is being staggered to increase manufacturing capacity.",,,,,,,,,,,,,,,,,,,,,
Brazil,3/20/2020,Media,1006564976,"The government decided to restrict access to Brazilian territory by land and air to try to contain the advance of the new coronavirus. Ordinance published  provides for the immediate closure of Brazil's land border with eight countries: Argentina, Bolivia, Colombia, French Guiana, Guyana, Paraguay, Peru and Suriname - Uruguay was left out. In addition, as of next Monday March 23, it is also prohibited, with some exceptions, the landing at Brazilian airports of foreigners from countries of the European Union and China, according to the state.
The State revealed that at the international airports of Brasilia and Guarulhos, where 165,000 people pass daily, there has been no screening or even more careful verification of the situation of passengers arriving from countries most affected by the disease . The measure that will restrict the entry of foreigners through the terminals should be valid from zero hour of the 23rd. The Brazilians will have a free pass.
The restrictions involving land borders do not affect Brazilians (born here or naturalized), immigrants with permanent residence in the national territory and foreign professionals working in international organizations. It also does not affect the movement of goods (road freight transport) or humanitarian actions. 
The Secretary of Justice and Public Security of Mato Grosso do Sul predicted difficulty in closing the border with Paraguay and Bolivia. This state's border with Paraguay alone has a length of 1,290 kilometers, of which more than 500 are of dry border, without separation by river or other physical limitation. ""The Army is overseeing the main and more usual entrances, plus there are hundreds that allow access.""
Paraguay had already closed its side of the border for health reasons. The border on the Bolivian side will be closed today at zero o'clock, following the Supreme Emergency Decree.",,x,,,,,,,,,,,,,,,,,,,
Brazil,3/20/2020,Media,1006566063,"Brazil’s Senate on Friday March 20 approved a presidential decree declaring a national emergency over the coronavirus epidemic, allowing the government to waive fiscal targets and free up budget resources to fight the virus that has killed seven and infected 621 in the country.
The decree passed the lower house on Wednesday March 28. The senators voted remotely on Friday under new social distancing procedures adopted after two of them tested positive for coronavirus, including a senate president. ",,,,,,,,,,,,x,,,,,,,,,
Brazil,3/20/2020,Media,1006566394,"The cities of Rio de Janeiro, Belo Horizonte and Porto Alegre, in addition to the states of Pernambuco, São Paulo and Santa Catarina record cases of community transmission. With this, the country enters a new phase of the Brazilian strategy, that of creating conditions to reduce the damage that the virus can cause to the population through prevention.",,,,,,,,,,,,,,,,,,,,,
Brazil,3/20/2020,Media,1006566395,"Patients with suspected coronavirus will be treated quickly and referred to respiratory isolation rooms within the units, avoiding local contagion among patients
Health centers in regions that have already identified community transmission of coronavirus, begin to adopt a new care methodology for patients who seek units with characteristic symptoms of COVID-19, such as fever along with cough, sore throat or difficulty breathing. The Ministry of Health, in partnership with the entities of the Coronavirus Emergency Operations Center (COE), created the Rapid Track tool, a care flow protocol to be used during the emergence of coronavirus . The new method will accelerate the care of suspected cases by primary care teams in health centers, preventing the circulation and contagion of the virus in these environments.
Home isolation of symptomatic patients is the main measure to reduce the transmission of the virus, in addition to the isolation of other people in the household. The selective isolation of cases and contacts is the most effective measure to date to reduce the spread of the disease, maintaining the functioning of essential services for society. On this, Minister appealed to Brazilians: ""Please, in cases of influenza, collect your family and stay in isolation. Ask the unit for the certificate, name the people who are at home with you, and stay indoors.""
Social distancing also applies to all people over 60 years of age, who should avoid attending work or other closed environments. The recommendation is to leave home only for essential activities (market, pharmacy, health services), which cannot be performed by another person.",,,,,x,x,,,,,,,,,,,,,,,
Brazil,3/20/2020,Media,1006566395,"Another initiative to reinforce care is the call of students from medical, nursing, pharmacy and physiotherapy courses to act in coping with coronavirus. ""Students of health courses in their last years will be recruited, voluntarily, to compose a form of supervised work during the coronavirus epidemic,"" explained  National Secretary of Labor and Education Management at Health.
The call of academic volunteers from the medical course and the last year of nursing, physiotherapy and pharmacy courses will be for work under supervision primarily in Primary Health Care. Participants will have a 10% bonus in the score to participate in residency programs (specialization) and the volunteer workload will be used to complete activities in the curricular and internship stages.
In addition, there will be compulsory training of health professionals in the protocols of the Ministry of Health, in partnership with the Class Councils, and the registration and recruitment of the SUS workforce to cope with Coronavirus throughout Brazil.",,,,,,,,,,,,,,,,,,,,,
Brazil,3/20/2020,Media,1006566873,Ministers Justice and Public Security and Health announced on Tuesday 17 April measures to regulate mandatory quarantine to people suspected of being contaminated by the new coronavirus.,,,,,,x,,,,,,,,,,,,,,,
Brazil,3/23/2020,Media,1006587977,"The screening center for patients with coronavirus symptoms began operating in Brusque on Monday, 23. The service is being done in the pavilion Maria Celina Idotto Imhof, where fenarreco takes place, from 7am to 7pm, without a lunch break.
Until 11:00 a.m., 61 people received medical attention at the screening center. Brusque still has no confirmed case of the disease and four are under investigation.
There are three doctor's offices on site and also an outpatient clinic. Six physicians take turns attending in two shifts, all clinical, who already work in the Unified Health System (SUS), in specialties related to respiratory symptoms. Nurses, nursing technicians, administrative staff and general service assistants are also working in the care.",,,,,x,,,,,,,,,,,,,,,,
Brazil,3/24/2020,Official,1006594554,"To ensure a collective effort of all Brazilians to reduce the speed of transmission of coronavirus, last Friday (20), the Ministry of Health recognized the community transmission of Covid-19 throughout the country. In practical terms, the declaration is a command of the Ministry of Health for all national managers to adopt measures to promote social distancing and avoid agglomerations, known as non-pharmacological measures, that is, that do not involve the use of medicines or vaccines. 
The President of the Republic signed Provisional Measure and Decree also last Friday (20) that have the objective of ensuring the acquisition of goods, services and inputs intended to cope with the public health emergency of importance resulting from coronavirus. Among other determinations, it regulates essential services that should not be interrupted during the period of combating the disease, such as health care, safety activities, transportation and telecommunications.",,,,,x,,,,,,,x,,,,,x,,,,
Brazil,3/24/2020,Media,1006596591,"According to the mayor of Rio de Janeiro, the city is surveying residents under the Family Health program to arrange their transfer to hotels in the south. He mayor indicated that he has started talking to hotel owners about the daily rates and how the city will pay. People will be chosen based on their health. The clinics will inform the city who will occupy these places as a priority. ",,,,,,,,,,,,,,,,,,,https://agenciabrasil.ebc.com.br/geral/noticia/2020-03/covid-19-idosos-que-vivem-em-comunidades-do-rio-podem-ir-para-hoteis,,
Brazil,3/24/2020,Media,1006596591,"As of 24 March, the Municipal Cleaning Company of Rio (Comlurb) will begin a washing operation of the streets of the city with the use of detergents in areas of manual contact, such as access to means of transport. In principle, the cleaning will be in the south and barra da Tijuca. 20 water trucks, 10 vans with motorcycle bombs and 30 sprayers will be used.",,,,,,,,,,,,,,,,,,,https://agenciabrasil.ebc.com.br/geral/noticia/2020-03/covid-19-idosos-que-vivem-em-comunidades-do-rio-podem-ir-para-hoteis,,
Brazil,3/24/2020,Media,1006597700,Brazil’s energy regulator has said that energy companies will not be allowed to shut down the electricity of residential customers who fall behind on payments for at least 90 days due to the coronavirus outbreak.,,,,,,,,,,,,,,,,,,,https://business.financialpost.com/pmn/business-pmn/brazils-energy-regulator-bans-cutting-electricity-for-90-days-due-to-coronavirus,,
Brazil,3/25/2020,Media,1006604402,"In the upper sections of the Rio Negro, on the border with Colombia and Venezuela, indigenous communities have closed the runways and cut off access to their lands in reserves for all non-natives arriving by boat from the Brazilian city of Manaus. In response to calls from tribal leaders, human rights groups and federal prosecutors, FUNAI on Monday suspended all contacts with Brazil's most isolated tribes. So far, the Special Secretariat of Indigenous Health (SESAI) has reported only four suspected cases of coronavirus in indigenous communities. Only one of them is in the Amazon.",,x,,,,,,,,,,,,,,,,,,,
Brazil,3/26/2020,Official,1006612105,"To respond to the public health emergency resulting from the pandemic caused by the new coronavirus, the Paulista State University (Unesp) created the Unesp COVID-19 Scientific Committee, chaired by the advisor of the Pro-Rectory of Research (Prope) of the institution.  The objective is to aggregate all the research developed or that is being structured at Unesp, in order to find short, medium and long-term responses that contribute to the prevention and fight against the disease.
""This coordination will drive existing projects and stimulate the formation of new research networks, as well as prospect competencies in all areas of knowledge to work in a transversal way,"" explains the committee chair.
Research groups from the various campuses of Unesp are structured and, at the moment, there are about 40 researchers, from various units of the university working on the clinical and epidemiological investigation of COVID-19 and other scientific fronts.",,,,,,,,,,,,,,,,,,,,,
Brazil,3/26/2020,Official,1006612107,"Governor  announced on Monday (23 March) the creation of a network of tests for coronavirus in São Paulo. The service will be carried out by a network of 17 laboratories linked to the University of São Paulo (USP), with support from the Butantan Institute. The new network starts operating on Wednesday (25). The capacity will be 2,000 tests per day, which will primarily assist people treated in health units and who have symptoms of the disease, in addition to health professionals themselves. In addition to Butantan, only the Adolfo Lutz Institute performed coronavirus tests in the state capital. With the support of laboratories connected to USP, the network will more quickly identify positive cases of coronavirus in order to isolate infected patients as soon as possible. The City of São Paulo will also strengthen the coronavirus testing network in the capital. Mayor confirmed the acquisition of 100,000 exams for use in the municipal health network posts.",,,,,,,,,,,,,,,,,,,,,
Brazil,3/26/2020,Official,1006598960,"The Ministry of Health is expanding to 22.9 million the number of tests that will be distributed to diagnose Covid-19 in Brazil. Two different types of tests will be delivered to the Ministry of Health: those that detect the virus in the sample (RT-PCR) and others that verify the body's response to the virus. At this time, the ministry defined the application of tests in health and safety professionals, in addition to the verification of severe cases and deaths.
A new protocol is being defined to test the lighter cases in health posts or steering units. The idea is to use the strategy for cities with more than 500,000 inhabitants and can be a tool, for example, to contain outbreaks, isolating patients infected with Covid-19. In the next three months, the Ministry of Health will expand the Sentinel Influenza Syndrome Surveillance Network, which monitors the disease in the country. The expectation is that the number of establishments that collect samples for surveillance will increase from 168 to 500 units in all states.  The actions aim to ensure adequate emergency response.",,,,,,,,,,,,,,,,,,,,,
Brazil,3/27/2020,Media,1006621511,"Ministry of Health launches channel to serve population on WhatsApp. To keep the population and health professionals informed about coronavirus, the Ministry of Health launches, on Thursday (26), an exclusive and free channel on WhatsApp, messaging application belonging to Facebook. The tool has guidance on the disease, on treatment and even care protocol for professionals in health clinics.
A bot (auto attendant robot) will receive questions and provide guidance on the coronavirus. The robot's programming includes recommendations on how to act against suspected cases, forms of contamination, prevention, Ministry actions and demystification of rumors about the virus.
The bot created by WhatsApp is being offered by Facebook to countries as a way to help fight the pandemic. In Brazil, the closed partnership with the Ministry of Health reinforces the Federal Government's communication strategy since the beginning of the crisis: transparency, clarity and systematization in the messages sent to the population.",,,,,,,,,,,,,,,,,,,,,
Brazil,3/27/2020,Official,1006621559,"The Ministry of Health published on Wednesday night (25) the Guide for the Management of Bodies in the Context of the New Coronavirus - COVID-19. The protocol provides the recommendations of how funerals should be performed, the handling of the cadaver in hospitals, at home and in public space. The document serves to guide the health teams of legal and funeral medicine.
According to the protocol, those who died due to COVID-19 can be buried or cremated, but funerals and funerals of confirmed or suspected patients of the disease, who join many people in a closed environment, are not recommended. In this case, the risk of transmission is also associated with contact between family and friends.
Therefore, the burial ceremony should take place in ventilated and preferably open places. In addition, the recommendation is that it has a maximum of 10 people, respecting the minimum distance of at least two meters between them, as well as other measures of social isolation and respiratory etiquette. This recommendation should be observed during periods with indication of social isolation or quarantine by the local or federal manager.
Throughout the wake the coffin should remain closed to avoid any contact with the body. The protocol also recommends that the permanence of people belonging to the risk group be avoided: age equal to or greater than 60 years, pregnant women, lactating women, patients with chronic diseases and immunosuppressed diseases. In addition, the presence of people with respiratory symptoms should also be avoided, such as fever and cough.
If the person confirmed or suspected of coronavirus infection dies at home it is necessary to report the death immediately to the health service, such as to the Fire Department or the Mobile Emergency Care Service (SAMU 192), or even to the family's trusted physician, that should not have contact with the body. People living with the deceased should receive disinfection guidance for environments and objects, using bleach.
The removal of the body should be done by a health team, observing individual precautionary measures such as the use of PPE.",,,,,,,,,,,,,,,,,,,,,
Brazil,3/27/2020,Media,1006621987,"Cumbica Airport begins to measure passenger temperature from international flights
The action was structured after an agreement between Anac, guarulhos city hall and GRU Airport and began at 0h on Friday (27) to identify suspected coronavirus.
The Airport of Cumbica, in Guarulhos, in Greater São Paulo, is measuring the temperature of passengers arriving in the capital of São Paulo coming from international flights, in the early hours of Friday (27), to identify suspicious cases of the new coronavirus. The service is performed between immigration and baggage collection by health professionals.
Patients with suspected coronavirus will be referred to guarulhos hospital. However, later, these cases will be sent to a Provisional Screening Center that will be inaugurated soon, according to GRU Airport, the concessionaire that manages the airport.
The action was structured after an agreement between the National Civil Aviation Agency (Anac), guarulhos city hall and GRU Airport.",,,x,,,x,,,,,,,,,,,,,,,
Brazil,3/29/2020,Media,1006636778,"The Ministry of Health allocated R $ 140 million for the construction of the Fiocruz Hospital Center for the COVID-19 Pandemic that will be implemented in Rio de Janeiro.
In this new space, actions will also be carried out in the Solidarity clinical trial ( Solidarity ), of the World Health Organization (WHO). The initiative, which will receive an investment of R $ 4 million from the Ministry of Health, aims to investigate the effectiveness of four treatments for COVID-19. The space will have 200 exclusive beds for intensive and semi-intensive treatment for critically ill patients infected with the coronavirus. The construction of the Fiocruz Hospital Center will be divided into two stages, the first of which will take 40 days and will have 100 beds, 50 for intensive care and 50 for semi-intensive care. The expectation is that, at the end of two months, the entire work, with a total of 200 beds, is already completed.
All the beds in the Center will be isolated for aerosol infections (light particles that are suspended in the air) and will be operated under conditions of assistance for highly complex patients. The hospital unit will also have a diagnostic support system for all necessary tests, including imaging, such as computed tomography. The new Hospital Center will function as a reference center, not offering the spontaneous demand of the state. Access will be through the regulatory system of the State of Rio de Janeiro.
The COVID-19 Pandemic Hospital Center will also have an extra workforce. The Foundation for Scientific and Technological Development in Health (Fiotec) will invite professionals to work on the new initiative. In this first phase there will be about 600 vacancies for doctors, nurses, nursing technicians and physiotherapists. In a second step, nutritionists, psychologists, social workers and specialists such as cardiologists and nephrologists, and administrative support professionals will also be invited.
",,,,,,,,,,,,,,,,,,,http://outbreaknewstoday.com/brazil-reports-22-additional-covid-19-deaths-in-24-hours-144-million-real-for-the-construction-of-a-hospital-center-in-rio-13235/,,
Brazil,3/29/2020,Media,1006636778,"WHO launched the trial Solidarity ( Solidarity ) to investigate the efficacy of four drug treatments for COVID-19 and will be implemented in 12 Brazilian states, with support from the Ministry of Health and coordinated by Fiocruz. Only hospitalized patients will be able to participate in the study and will have to sign a consent form. Initially, the effectiveness of four drugs for the treatment of COVID-19 will be tested: chloroquine, Remdesivir, the combination of liponavir and ritonavir, alone or combined with Interferon Beta 1a. Despite having four defined treatment lines, one of the premises of the study is that it is adaptable, that is, if new evidence emerges, the lines may be adequate, with discontinuation of drugs that prove to be ineffective and incorporation of drugs that may show promising.",,,,,,,,,,,,,,,,,,,http://outbreaknewstoday.com/brazil-reports-22-additional-covid-19-deaths-in-24-hours-144-million-real-for-the-construction-of-a-hospital-center-in-rio-13235/,,
Brazil,3/29/2020,Official,1006621532,The Ministry of Health advises the population that blood donations should continue to take place at this time when the country is registering cases and deaths from coronavirus.,,,,,,,,,,,,,,,,,,,https://www.saude.gov.br/noticias/agencia-saude/46611-doacao-de-sangue-nao-pode-parar-com-pandemia-orienta-ministerio-da-saude,,
Brazil,3/31/2020,Media,,"The Brazilian President slammed self-isolation and other measures declared by local authorities as harmful to the economy. On 30 March, opposition leaders called for his resignation over his handling of the coronavirus pandemic.",,,,,,,,,,,,,,,,,,,https://www.dw.com/en/bolsonaro-polarizes-brazil-with-lax-coronavirus-response/a-52959809,,
Brazil,4/1/2020,Media,1006658939,"An indigenous woman in a village deep in the Amazon rainforest has contracted the novel coronavirus, the first case reported among Brazil’s more than 300 tribes, the Health Ministry’s indigenous health service Sesai said on 1 April. Health experts warn that the spreading virus could be lethal for Brazil’s 850,000 indigenous people.  The indigenous peoples’ way of life in communal hamlets under large thatched structures increases the risk of contagion if any single member contracts the virus.",,,,,,x,,,,,,,,,,,,,https://nationalpost.com/pmn/health-pmn/brazil-confirms-first-indigenous-coronavirus-case-in-the-amazon,,
Brazil,4/1/2020,Media,,"Most commercial flights at Rio de Janeiro-Galeão International Airport (GIG) will be suspended as of 1 April 1, until 30 April, due to the ongoing coronavirus disease (COVID-19) pandemic. GIG will also be closed daily between 23:00 and 05:00 (local time). ",,,,,,,,,,,,,,,,,,,https://www.garda.com/crisis24/news-alerts/328276/brazil-most-flights-suspended-at-rio-de-janeiro-galeao-international-airport-gig-as-of-april-1,,
Brazil,4/1/2020,Media,,"On 30 March, the Brazilian government announced that it would be extending its border closure with Venezuela, which has been closed since 17 March, due to the ongoing coronavirus (COVID-19) pandemic. All of Brazil's land borders continue to remain closed but will be open for trucks carrying essential goods and people on humanitarian missions.
Several states have implemented restrictions for their residents in efforts to control the outbreak. San Pablo has asked non-essential businesses to close and for residents to remain at home when possible. The governor of São Paulo implemented a 15-day quarantine in the state starting 24 May. ",,x,,,,,,x,,,x,,,,,,,,https://www.garda.com/crisis24/news-alerts/328111/brazil-government-extends-border-closure-with-venezuela-march-31-update-8,,
Brazil,4/1/2020,Media,1006660259,"The Ministry of Health began, on 1 April, the distribution of 500,000 rapid tests for diagnosis of coronavirus (Covid-19) in the country. The tests will assist health service professionals across the country, as well as security officers such as police officers, firefighters and civil guards with symptoms of flu-like syndrome. This is the first batch of a total of 5 million rapid tests acquired by Vale and donated to the Ministry of Health.",,,,,,,,,,,,,,,,,,x,https://www.saude.gov.br/noticias/agencia-saude/46632-comeca-hoje-a-distribuicao-de-500-mil-testes-rapidos-para-todo-o-pais,,
Brazil,4/1/2020,Media,,Galeão International Airport (GIG) suspends most flights due to COVID-19 effective 1 April.,,,,,,x,,x,,,,,,,,,,,https://www.garda.com/crisis24/news-alerts/328276/brazil-most-flights-suspended-at-rio-de-janeiro-galeao-international-airport-gig-as-of-april-1,,
Brazil,4/2/2020,Media,1006667485,"Given the Covid-19 pandemic, the Ministry of Health will evaluate prevention practices and health conditions of the Brazilian population. The Surveillance survey of Risk and Protective Factors for Chronic Diseases by Telephone Survey (Vigitel Covid-19) began on Wednesday 1 April by cell phone with people 18 years and older in all capitals of the country. The study will assist the Ministry of Health in planning health actions and programs to reduce cases and worsening coronavirus infection.",,,,,,x,,,,,,,,,,,,x,https://www.saude.gov.br/noticias/agencia-saude/46639-saude-avalia-comportamento-dos-brasileiros-no-combate-a-covid-19,,
Brazil,4/7/2020,Media,,"A report by the Brazilian army's strategic studies center contradicted the Brazilian President's stance on the coronavirus, urging for widespread isolation to fight the pandemic. The study calls for reinforcing social distancing measures to slow the virus' spread, defying the president's statements that have sought to minimize the risks of the disease and called for states to end lockdowns. 
Meanwhile, Sao Paulo state, the epicenter of the coronavirus outbreak in Latin America, said it expected 111,000 deaths in the next six months, and extended its stay-at-home measures for another two weeks.  ",,,,,,x,,x,,,x,,,,,,,,https://www.dw.com/en/coronavirus-latest-lufthansa-shutters-germanwings-subsidiary/a-53043555,,
