NUMBER,WHO_ID,DATASET,PROP_ID,WHO_REGION,COUNTRY_TERRITORY_AREA,COUNTRY_CODE,ISO_3166_1_NUMERIC,ADMIN_LEVEL,AREA_COVERED,PROV_CATEGORY,PROV_SUBCATEGORY,PROV_MEASURE,WHO_CODE,WHO_CATEGORY,WHO_SUBCATEGORY,WHO_MEASURE,TARGETED,VALUE_USD,PERCENT_INTEREST,COMMENTS,NON_COMPLIANCE,RESPONSE_TYPE,SOURCE,SOURCE_TYPE,LINK,SOURCE_ALT,DATE_START,DATE_END,DATE_ENTRY,Sys_BatchID
15079,GPHIN03056,GPHIN,3056,EURO,Italy,ITA,380,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"Authorities in southern Italy have expressed concern that a mass movement of people moving from north to south would only spread the coronavirus to regions that have had relatively few cases. The Governor of Puglia Region signed an ordinance requiring a quarantine for all those who arrive in Puglia from Lombardy and the 11 other northern provinces covered by the lockdown. Other governors in the south, which includes the Campania region around Naples and Sicily, were intent on doing the same.",,,,Media,https://www.mercurynews.com/2020/03/08/the-latest-2-in-congress-self-quarantine-over-virus-contact/,,2020-03-09,,2020-03-09,9261
20692,GPHIN06580,GPHIN,6580,EURO,Italy,ITA,380,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"On 21 April, the Italian Prime Minister outlined a five-point plan for managing the coronavirus epidemic. The plan will focus on:
1) Continued social distancing with use of masks and gloves until a vaccine or a therapy is available.
2) Reinforcing the health care system, and paying special attention to care homes to ""avoid another out-of-control explosion of contagion.""
3) Creating special COVID-19 hospitals designated to cater exclusively to coronavirus patients.
4) Conducting antibody testing in a large study to determine the spread of the virus among the population. A total of 300,000 serological tests have been requested.
5) Contact tracing. The government has officially chose a contract tracing app, called Immuni, which is in the testing phase, but the choice to download it will be voluntary.",,,,Media,https://edition.cnn.com/world/live-news/coronavirus-pandemic-04-21-20-intl/index.html,,2020-04-21,,2020-04-21,9261
24663,OxCGRT2625,OxCGRT,OXCGRT008815,EURO,Italy,ITA,380,national,,,,C1 - school closing - 3,4.1.2,Social and physical distancing measures,School measures,Closing,General,,,https://web.archive.org/save/https://www.ecodibergamo.it/stories/Cronaca/coronavirus-episodi-in-tutta-la-lombardiala-conferenza-stampa-in-regione-dire_1342296_11/,Required,,,,,,2020-02-23,,,9261
4211,ACAPS_4211,ACAPS,4896,EURO,Italy,ITA,380,other,"Venice, Verona",Movement restrictions,,Surveillance and monitoring,3.1,Surveillance and response measures,Detecting and isolating cases,,Yes,,,"Patrols, helicopters and boats will monitor compliance with the anti-Covid-19 bans during Eastern and fines increased",fines,Introduction / extension of measures,Ministry of the Interior,Government,https://www.interno.gov.it/it/notizie/controlli-straordinari-cielo-mare-terra-pasqua-venezia,https://www.interno.gov.it/it/notizie/verona-piu-pattuglie-droni-ed-elicotteri-festivita,2020-04-10,,2020-04-12,9261
4257,ACAPS_4257,ACAPS,8502,EURO,Italy,ITA,380,national,,Public health measures,,Other public health measures enforced,2,Environmental measures,,,No,,,Monitoring indicators established to decide which prefects are allowed to slowly reopen,Not applicable,Introduction / extension of measures,Ministry of Health,Government,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4655,,2020-04-30,,2020-05-01,9261
4160,ACAPS_4160,ACAPS,767,EURO,Italy,ITA,380,national,,Social distancing,,Changes in prison-related policies,4.4.2,Social and physical distancing measures,Special populations,Protecting populations in closed settings,Yes,,,prisoners allowed to stay home with electric bracelets until June 2020,Not applicable,Introduction / extension of measures,Government of Italy,Government,http://www.governo.it/it/articolo/comunicato-stampa-del-consiglio-dei-ministri-n-37/14324,,2020-03-17,,2020-03-17,9261
4226,ACAPS_4226,ACAPS,6133,EURO,Italy,ITA,380,national,,Social distancing,,Schools closure,4.1.2,Social and physical distancing measures,School measures,Closing,No,,,Extension until 3rd May: all schools,Not applicable,Introduction / extension of measures,Ministry of Health,Government,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4462,,2020-04-14,,2020-04-18,9261
21426,IHR_251,IHR,176,EURO,Italy,ITA,380,national,,International Travel,,exit_ban,5.4,International travel measures,,Restricting exit,,,,,,,,,,,2020-03-13,,,9261
29101,CSHVienna_1492,CSHVienna,1492,EURO,Italy,ITA,380,national,,Social distancing,Special measures for certain establishments,Food services,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,,,,"Can open of respect social distancing measures. In bars and restaurants only one meter away
 Catering and bar activities allowed only if the manager guarantees an interpersonal distance of at least one meter. In case of violation, the activity will be suspended.",,,,,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4175,,2020-03-08,,2020-03-08,9261
18656,GPHIN05457,GPHIN,5457,EURO,Italy,ITA,380,national,,,,RESEARCH ADVANCEMENT,10,Not of interest,Not of interest,Not of interest,,,,"A study published on 6 April in JAMA of 1,591 COVID-19 patients in the intensive care units (ICUs) of 72 hospitals Lombardy, Italy, has found that 99% required respiratory support with high levels of oxygen, 82% were male, 68% had at least one underlying illness, and 26% died. In the largest known ICU case series thus far, researchers described the baseline characteristics and outcomes of coronavirus patients from Feb 20 to Mar 18. The researchers analyzed data gathered by the COVID-19 Lombardy ICU Network coordinator center in Milan via daily phone calls with ICU physicians.",,,,Media,https://www.cidrap.umn.edu/news-perspective/2020/04/experts-italy-asia-share-covid-19-icu-experience-warnings,,2020-04-07,,2020-04-07,9261
4250,ACAPS_4250,ACAPS,8495,EURO,Italy,ITA,380,national,,Movement restrictions,,Domestic travel restrictions,4.5.1,Social and physical distancing measures,Domestic travel,Suspending or restricting movement,No,,,"Travel outside the region will instead be allowed for work, health, urgency reasons and for returning to one's home.",Not applicable,Phase-out measure,Ministry of Health,Government,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4613,,2020-05-04,,2020-05-01,9261
12952,GPHIN01472,GPHIN,1472,EURO,Italy,ITA,380,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"Italy's Health Minster has announced that all public activities, including school and sports events, will be suspended in the northern part of the country after the number of novel coronavirus cases  in the country has now risen to 14 with 8 more cases reported on 21 February.",,,,Media,https://www.telegraph.co.uk/global-health/science-and-disease/coronavirus-uk-news-china-wuhan-deaths-latest/,,2020-02-21,,2020-02-21,9261
29131,CSHVienna_1519,CSHVienna,1519,EURO,Italy,ITA,380,national,,Risk communication,Educate and actively communicate with the public,Extention measures confinement,8.4,Other measures,Communications and engagement,,,,,Until 14 April 2020. Health Minister Roberto Speranza spoke to the Houses on April 1 with a report on the emergency from Covid-19. The minister announced the government's decision to confirm until April 13 all the measures taken to limit economic and social activities and individual travel previously adopted.,,,,,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4377,,2020-04-01,,2020-04-01,9261
29088,CSHVienna_1481,CSHVienna,1481,EURO,Italy,ITA,380,national,,Social distancing,Mass gathering cancellation,Cultural events,4.3.3,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, closing, restricting or adapting public gatherings outside the home",,,,. Decree of the President of the Council of Ministers 04 March 2020,,,,,http://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=73532,,2020-03-05,,2020-03-05,9261
17169,GPHIN04705,GPHIN,4705,EURO,Italy,ITA,380,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"Russian military specialists are helping disinfecting healthcare establishments in Italy. In all, Russian military specialists have already disinfected more than 39,000 square meters inside 11 healthcare establishments in Italy.",,,,Media,https://gphin.canada.ca/cepr/showarticle.jsp?docId=1006648569,,2020-03-31,,2020-03-31,9261
4157,ACAPS_4157,ACAPS,423,EURO,Italy,ITA,380,national,,Social distancing,,Schools closure,4.1.2,Social and physical distancing measures,School measures,Closing,Yes,,,In all municipalities that are affected (case >1) schools of any level will be closed,Not applicable,Introduction / extension of measures,Government,Government,https://www.gazzettaufficiale.it/eli/id/2020/02/25/20A01278/sg,,2020-02-21,,2020-03-16,9261
4260,ACAPS_4260,ACAPS,8505,EURO,Italy,ITA,380,other,Prato,Governance and socio-economic measures,,Emergency administrative structures activated or established,8.3,Other measures,,Financial packages,No,,,Economic assessment group for the prefect established,Not applicable,Introduction / extension of measures,Ministry of the Interior,Government,https://www.interno.gov.it/it/notizie/cabina-regia-sul-disagio-sociale-economico-prato,,2020-04-27,,2020-05-01,9261
19295,GPHIN05762,GPHIN,5762,EURO,Italy,ITA,380,national,,,,EASIND RESTRICTIONS,9,Coding required,Coding required,Coding required,,,,"On 10 April, the Italian Prime Minister announced that existing lockdown measures will be extended until 3 May. However, the PM declared that certain businesses would be able to resume operations from 14 April, such as shops that sell stationery, books, and children's clothes. The government will consider gradually reopening other businesses that have been forced to shut down during the lockdown if certain conditions are met.",,,,Media,https://www.garda.com/crisis24/news-alerts/331446/italy-nationwide-lockdown-extended-until-may-3-due-to-covid-19-update-27,,2020-04-12,,2020-04-12,9261
29045,CSHVienna_1443,CSHVienna,1443,EURO,Italy,ITA,380,national,,"Case identification, contact tracing and related measures",Specific health channel for travellers,From China,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,Wuhan. A specific health channel is already active for all travelers from the Chinese city of Wuhan.,,,,,http://www.salute.gov.it/portale/news/p3_2_4_1_1.jsp?lingua=italiano&menu=salastampa&p=comunicatistampa&id=5373,,2020-01-22,,2020-01-22,9261
29121,CSHVienna_1511,CSHVienna,1511,EURO,Italy,ITA,380,national,,Social distancing,Small gathering cancellation,Closure of non-essential public places,4.3.2,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting private gatherings outside the home",,,,". public access to parks, villas, play areas and public gardens is prohibited",,,,,http://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=73717,,2020-03-20,,2020-03-20,9261
4198,ACAPS_4198,ACAPS,4871,EURO,Italy,ITA,380,national,,Social distancing,,Limit public gatherings,4.3,Social and physical distancing measures,"Gatherings, businesses and services",,Yes,,,"Some exemptions added to essential business continuation, including book stores and children clothes stores, forestry work",Not applicable,Phase-out measure,Ministry of Health,Government,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4449,,2020-04-11,,2020-04-12,9261
4246,ACAPS_4246,ACAPS,8491,EURO,Italy,ITA,380,national,,Public health measures,,Awareness campaigns,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,No,,,Importance of keeping distance despite slow reopening,Not applicable,Introduction / extension of measures,Ministry of Health,Government,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4613,,2020-04-27,,2020-05-01,9261
4255,ACAPS_4255,ACAPS,8500,EURO,Italy,ITA,380,national,,Social distancing,,Limit public gatherings,4.3,Social and physical distancing measures,"Gatherings, businesses and services",,Yes,,,Closed-door training sessions of individual sports athletes will be allowed,Not applicable,Phase-out measure,Ministry of Health,Government,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4613,,2020-05-04,,2020-05-01,9261
17816,GPHIN05061,GPHIN,5061,EURO,Italy,ITA,380,national,,,,TRAVEL BAN,5.7,International travel measures,,Suspending or restricting international flights,,,,"Italy's national lockdown to try to contain the spread of coronavirus will probably continue beyond the start of May, according to the head of the Civil Protection Agency.",,,,Media,https://www.aljazeera.com/news/2020/04/coronavirus-deaths-6000-cases-top-240000-live-updates-200402230546497.html,,2020-04-03,,2020-04-03,9261
16315,GPHIN03994,GPHIN,3994,EURO,Italy,ITA,380,national,,,,MASS GATHERING CANCELLATION,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,,,"From 22 March it is forbidden for all natural persons to move or move with public or private means of transport in common other than that in which they are located, except for proven work needs, of absolute urgency or for health reasons.
This is established by the order adopted jointly by the Minister of Health and the Minister of the Interior which will remain effective until the entry into force of a new decree of the President of the Council of Ministers, referred to in article 3 of decree law number 6/2020. .",,,,Media,http://outbreaknewstoday.com/italy-covid-19-case-count-nears-60k-new-ordinance-on-travel-96049/,,2020-03-22,,2020-03-22,9261
24679,OxCGRT2641,OxCGRT,OXCGRT008829,EURO,Italy,ITA,380,national,,,,H1 - public information campaign -2,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,1,,,https://www.nytimes.com/2020/03/08/world/europe/italy-coronavirus-quarantine.html,,,,,,,2020-03-08,,,9261
4241,ACAPS_4241,ACAPS,7295,EURO,Italy,ITA,380,national,,Governance and socio-economic measures,,Emergency administrative structures activated or established,8.3,Other measures,,Financial packages,No,,,Scientific Technical Committee established,Not applicable,Introduction / extension of measures,Ministry of Health,Government,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4544,,2020-02-05,,2020-04-24,9261
20474,GPHIN06430,GPHIN,6430,EURO,Italy,ITA,380,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"Italian military has locked down a nine-storey squat, where 18 people share one toilet, after at least 50 residents tested positive for COVID-19.  Some 500 asylum seekers and refugees from Eritrea, Ethiopia, Somalia and Sudan live in the squat.  The army has closed the road to the main entrance, fenced off the whole area, and is patrolling all ways in or out. Selam Palace is the largest building in Rome to become a squat for refugees and migrants,  experts estimate there are another 110 occupied buildings in the Eternal City.",,,,Media,https://www.aljazeera.com/news/2020/04/fears-african-refugees-coronavirus-hits-crowded-rome-squat-200417232514207.html,,2020-04-20,,2020-04-20,9261
29057,CSHVienna_1455,CSHVienna,1455,EURO,Italy,ITA,380,national,,"Case identification, contact tracing and related measures",Border health check,All airports and all harbors,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,. Italian government implements thermal screenings at air and maritime ports of entry February 5; first Italian national tests positive for 2019-nCoV,,,,,http://www.salute.gov.it/portale/news/p3_2_4_1_1.jsp?lingua=italiano&menu=salastampa&p=comunicatistampa&id=5405 --- Italian government implements thermal screenings at air and maritime ports of entry February 5; first Italian national tests positive for 2019-nCoV,,2020-02-04,,2020-02-04,9261
20693,GPHIN06580,GPHIN,6580,EURO,Italy,ITA,380,national,,,,MASS GATHERING CANCELLATION,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,,,"On 21 April, the Italian Prime Minister outlined a five-point plan for managing the coronavirus epidemic. The plan will focus on:
1) Continued social distancing with use of masks and gloves until a vaccine or a therapy is available.
2) Reinforcing the health care system, and paying special attention to care homes to ""avoid another out-of-control explosion of contagion.""
3) Creating special COVID-19 hospitals designated to cater exclusively to coronavirus patients.
4) Conducting antibody testing in a large study to determine the spread of the virus among the population. A total of 300,000 serological tests have been requested.
5) Contact tracing. The government has officially chose a contract tracing app, called Immuni, which is in the testing phase, but the choice to download it will be voluntary.",,,,Media,https://edition.cnn.com/world/live-news/coronavirus-pandemic-04-21-20-intl/index.html,,2020-04-21,,2020-04-21,9261
29053,CSHVienna_1451,CSHVienna,1451,EURO,Italy,ITA,380,other,Milano Malpensa and Rome Fiumicino airports,Healthcare and public health capacity,Increase healthcare workforce,Train medical staff specially for covid-19,8.2,Other measures,,Scaling up,,,,Exercises. training for medical staff in the airports,,,,,http://www.salute.gov.it/portale/news/p3_2_4_1_1.jsp?lingua=italiano&menu=salastampa&p=comunicatistampa&id=5376,,2020-01-27,,2020-01-27,9261
29132,CSHVienna_1520,CSHVienna,1520,EURO,Italy,ITA,380,national,,Healthcare and public health capacity,Research,Health research,8.2,Other measures,,Scaling up,,,,7 million euros.,,,,,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4373,,2020-04-01,,2020-04-01,9261
24699,OxCGRT2661,OxCGRT,OXCGRT008846,EURO,Italy,ITA,380,national,,,,C2 - workplace closing - 3,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,1,,,"Executive Order No. 19, 25 March 2020. Art. 1, prov. s, z, ff (p. 79). Source: https://web.archive.org/web/20200326123639/https://www.gazzettaufficiale.it/eli/gu/2020/03/25/79/sg/pdf",Required,,,,,,2020-03-25,,,9261
24653,OxCGRT2615,OxCGRT,OXCGRT008785,EURO,Italy,ITA,380,national,,,,C8 - restrictions on international travel - 1,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,http://www.salute.gov.it/portale/nuovocoronavirus/archivioComunicatiNuovoCoronavirus.jsp?lingua=italiano&area=nuovocoronavirus&comunicati.page=7,,,,,,,2020-01-24,,,9261
9878,CDC_ITF_792,CDC_ITF,CDC-ITF-IT-00005,EURO,Italy,ITA,380,national,,,Travel restrictions,,5,International travel measures,,,,,,NA,,Impose,,,,,,,2020-03-20,9261
24701,OxCGRT2663,OxCGRT,OXCGRT008853,EURO,Italy,ITA,380,national,,,,H1 - public information campaign -2,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,1,,,https://twitter.com/MinisteroSalute/status/1245698852201672704/photo/1,,,,,,,2020-04-01,,,9261
13150,GPHIN01583,GPHIN,1583,EURO,Italy,ITA,380,national,,,,LAND SCREENING,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"A ship carrying migrants to Italy was placed in quarantine. The #OceanViking has moved to anchor outside the port of Pozzallo, where the rescue ship has been instructed to remain in quarantine for 14 days. Italian authorities say this is a precautionary measure in response to the COVID-19 outbreak",,,,Media,https://heavy.com/news/2020/02/italy-coronavirus/,,2020-02-24,,2020-02-24,9261
29116,CSHVienna_1506,CSHVienna,1506,EURO,Italy,ITA,380,national,,Social distancing,Work safety protocols,,4,Social and physical distancing measures,,,,,,.,,,,,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4237,,2020-03-14,,2020-03-14,9261
16536,GPHIN04151,GPHIN,4151,EURO,Italy,ITA,380,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"Russian servicemen who have been deployed to Italy in order to help fight the new coronavirus will be stationed in Bergamo, Deputy Commander of Russia's Radiation, Chemical, and Biological Protection Troops. Fourteen military transport planes of the Russian Aerospace Forces have arrived in Italy from Russia with military specialists and diagnostic and disinfection equipment on board. The planes landed at the Italian Air Force's Pratica de Mare airbase, 30 kilometers southwest of Rome. The Russian Defense Ministry said earlier that eight Russian medical teams, about 100 military virologists and epidemiologists, as well as diagnostic and disinfection equipment had been delivered to Italy by nine planes.",,,,Media,,,2020-03-24,,2020-03-24,9261
4238,ACAPS_4238,ACAPS,7292,EURO,Italy,ITA,380,national,,Public health measures,,Other public health measures enforced,2,Environmental measures,,,No,,,Federfarma and the Italian Motorcycle Federation (IMF) have signed a memorandum of understanding for the delivery of medicines at home.,Not applicable,Introduction / extension of measures,Ministry of Health,Government,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4578,,2020-04-23,,2020-04-24,9261
29090,CSHVienna_1483,CSHVienna,1483,EURO,Italy,ITA,380,national,,Social distancing,Mass gathering cancellation,Closure of educational institutions,4.3,Social and physical distancing measures,"Gatherings, businesses and services",,,,,All. Decree of the President of the Council of Ministers 04 March 2020,,,,,http://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=73532,,2020-03-05,,2020-03-05,9261
24658,OxCGRT2620,OxCGRT,OXCGRT008792,EURO,Italy,ITA,380,national,,,,H1 - public information campaign -2,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,1,,,"""Dichiarazione dello stato di emergenza in conseguenza del rischio sanitario connesso all'insorgenza di patologie derivanti da agenti virali trasmissibili."" https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario;jsessionid=m-TCzlLUKBrw2D8F4H4Xlg__.ntc-as1-guri2a?atto.dataPubblicazioneGazzetta=2020-02-01&atto.codiceRedazionale=20A00737&elenco30giorni=false",,,,,,,2020-01-31,,,9261
24700,OxCGRT2662,OxCGRT,OXCGRT008848,EURO,Italy,ITA,380,national,,,,E1 - income support,8.3,Other measures,,Financial packages,1,,,https://www.thelocal.it/20200318/coronavirus-the-financial-help-available-in-italy-and-how-to-apply;http://www.governo.it/it/curaitalia,,,,,,,2020-03-27,,,9261
19143,GPHIN05694,GPHIN,5694,EURO,Italy,ITA,380,national,,,,RESTRICTING OR LIMITING GATHERINGS,4.3.3,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, closing, restricting or adapting public gatherings outside the home",,,,"The Italian government is planning to extend its lockdown to contain the country's COVID-19 outbreak until May 3. The lockdown, closing most Italian businesses and preventing people leaving their homes for all but essential needs, has been in place since March 9 and was due to end on April 13.",,,,Media,https://www.aljazeera.com/news/2020/04/global-coronavirus-cases-exceed-15-million-live-updates-200408233108539.html,,2020-04-09,,2020-04-09,9261
29094,CSHVienna_1485,CSHVienna,1485,EURO,Italy,ITA,380,national,,Social distancing,Special measures for certain establishments,Emergeny rooms hospitals,4,Social and physical distancing measures,,,,,,"Forbidden to accompany patients, to stay in the waiting rooms of the emergency and reception departments and first aid. Decree of the President of the Council of Ministers 04 March 2020",,,,,http://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=73532,,2020-03-05,,2020-03-05,9261
4237,ACAPS_4237,ACAPS,6144,EURO,Italy,ITA,380,national,,Governance and socio-economic measures,,Economic measures,8.3,Other measures,,Financial packages,No,,,Italy to launch retail bonds for coronavirus funding,Not applicable,Introduction / extension of measures,Financial Times,Media,https://www.ft.com/content/79e14077-9174-438e-974f-fb8db0e5fda1,,2020-04-17,,2020-04-18,9261
29120,CSHVienna_1510,CSHVienna,1510,EURO,Italy,ITA,380,national,,"Case identification, contact tracing and related measures",Quarantine,All incomings,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"By plane, train, sea. Who enters Italy, by plane, train, by sea or by road, even in the absence of symptoms, is obliged to immediately communicate their entry into the country to the Department of Prevention of the local health authority. The person is then subjected to health surveillance and fiduciary isolation for 14 days. This is what a decree signed yesterday by the Minister of Health, Roberto Speranza, and by that of Infrastructure and Transport, Paola De Micheli. The measure is valid until March 25 and serves to counter the further spread of the new coronavirus epidemic.",,,,,http://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=73717,,2020-03-18,,2020-03-18,9261
4169,ACAPS_4169,ACAPS,1679,EURO,Italy,ITA,380,other,Caltanissetta,Governance and socio-economic measures,,Military deployment,8.3,Other measures,,Financial packages,Yes,,,To protect elderly people and the compliance with social distancing measure the military is deployed to post offices to have the oversight of the pension withdrawals,Not applicable,Introduction / extension of measures,Ministry of the Interior,Government,https://www.interno.gov.it/it/notizie/caltanissetta-misure-ritiro-pensioni-sicurezza-presso-uffici-postali,,2020-03-20,,2020-03-23,9261
4204,ACAPS_4204,ACAPS,4877,EURO,Italy,ITA,380,national,,Public health measures,,Strengthening the public health system,8.2,Other measures,,Scaling up,No,,,Telemedicines opportunities established with central support for regional health professionals,Not applicable,Introduction / extension of measures,Ministry of Health,Government,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4418,,2020-04-08,,2020-04-12,9261
29125,CSHVienna_1513,CSHVienna,1513,EURO,Italy,ITA,380,national,,Healthcare and public health capacity,Reduce the burden on health system,Simplification of the health journey,8.2,Other measures,,Scaling up,,,,"Ease prescriptions. At the time of the generation of the electronic prescription by the prescribing doctor - reads the ordinance - the client can ask the doctor to issue the dematerialized reminder or the acquisition of the Electronic Recipe Number through: transmission of the memo attached to an e-mail message, communication of the Electronic Recipe Number with SMS or with a mobile phone application, telephone communication by the prescriber of the Electronic Recipe Number",,,,,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4278,,2020-03-20,,2020-03-20,9261
29139,CSHVienna_1527,CSHVienna,1527,EURO,Italy,ITA,380,national,,Healthcare and public health capacity,Increase healthcare workforce,Mobilization of domestic resources for health,8.2,Other measures,,Scaling up,,,,"Volunteers doctors. While the call (started on Monday by the Civil Defense and closed yesterday evening) to recruit 1,500 social and health workers to be used in the care homes for the elderly and disabled and prisons, 20,491 candidates responded, Borrelli said.",,,,,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4586,,2020-04-20,,2020-04-20,9261
4184,ACAPS_4184,ACAPS,3077,EURO,Italy,ITA,380,national,,Public health measures,,General recommendations,8.4,Other measures,Communications and engagement,,No,,,Specific guidance for at-risk persons,not applicable,Introduction / extension of measures,Ministry of Health,Government,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4342,,2020-03-28,,2020-03-30,9261
24665,OxCGRT2627,OxCGRT,OXCGRT008815,EURO,Italy,ITA,380,national,,,,C4 - restrictions on gathering size - 4,4.3.3,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, closing, restricting or adapting public gatherings outside the home",<10,,,https://web.archive.org/web/20200409225704/https://www.la7.it/nonelarena/video/lelenco-dei-comuni-in-quarantena-a-causa-del-coronavirus-23-02-2020-308963    Localised quarantine in Lombardy,,,,,,,2020-02-23,,,9261
4191,ACAPS_4191,ACAPS,3903,EURO,Italy,ITA,380,national,,Public health measures,,Testing policy,3.1,Surveillance and response measures,Detecting and isolating cases,,No,,,Testing policy with differentiation between areas with stretched and those with additional capacities,Not applicable,Introduction / extension of measures,Ministry of Health,Government,http://www.trovanorme.salute.gov.it/norme/renderNormsanPdf?anno=2020&codLeg=73799&parte=1%20&serie=null,,2020-04-03,,2020-04-05,9261
13801,GPHIN01994,GPHIN,1994,EURO,Italy,ITA,380,national,,,,MASS GATHERING CANCELLATION,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,,,The Vatican announced that catacombs across Italy have been closed due to the COVID-19 outbreak. The Vatican cited moisture and poor ventilation underground that could pose a danger to visitors' health.,,,,Media,https://www.dw.com/en/covid-19-updates-germany-facing-a-coronavirus-epidemic/a-52536472,,2020-02-27,,2020-02-27,9261
4199,ACAPS_4199,ACAPS,4872,EURO,Italy,ITA,380,national,,Public health measures,,Other public health measures enforced,2,Environmental measures,,,Yes,,,Research on COVID-19 spread in residental and social structures initiated,Not applicable,Introduction / extension of measures,Ministry of Health,Government,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4446,,2020-03-24,,2020-04-12,9261
4190,ACAPS_4190,ACAPS,3083,EURO,Italy,ITA,380,national,,Governance and socio-economic measures,,Economic measures,8.3,Other measures,,Financial packages,No,,,"additional 5.1 billion euro that will leverage credit up to 350 billion euro to professionals and firms, in particular SMEs and MidCaps; including moratorium on loan repayments, enhancement of the SME Guarantee Fund, additional guarantees and liquidity to banks, guarantees",Not applicable,Introduction / extension of measures,Ministry for Finances,Government,http://www.mef.gov.it/en/inevidenza/Protect-health-support-the-economy-preserve-employment-levels-and-incomes-00001/,,2020-03-19,,2020-03-30,9261
